"Probe #","Sample (f)","Timestamp"
10,25.29,"2018-12-11 13:09:40"
10,25.28,"2018-12-11 13:09:41"
10,25.44,"2018-12-11 13:09:42"
10,25.23,"2018-12-11 13:09:43"
10,25.18,"2018-12-11 13:09:44"
10,25.09,"2018-12-11 13:09:45"
10,25.31,"2018-12-11 13:09:46"
10,25.22,"2018-12-11 13:09:47"
10,25.5,"2018-12-11 13:09:48"
10,25.63,"2018-12-11 13:09:49"
10,25.5,"2018-12-11 13:09:50"
10,25.39,"2018-12-11 13:09:51"
10,25.43,"2018-12-11 13:09:52"
10,25.23,"2018-12-11 13:09:53"
10,25.22,"2018-12-11 13:09:54"
10,25.2,"2018-12-11 13:09:55"
10,25.31,"2018-12-11 13:09:56"
10,25.31,"2018-12-11 13:09:57"
10,25.36,"2018-12-11 13:09:58"
10,25.43,"2018-12-11 13:09:59"
10,25.37,"2018-12-11 13:10:00"
10,25.38,"2018-12-11 13:10:01"
10,25.42,"2018-12-11 13:10:02"
10,25.47,"2018-12-11 13:10:03"
10,25.49,"2018-12-11 13:10:04"
10,25.51,"2018-12-11 13:10:05"
10,25.8,"2018-12-11 13:10:06"
10,25.67,"2018-12-11 13:10:07"
10,25.64,"2018-12-11 13:10:08"
10,25.53,"2018-12-11 13:10:09"
10,25.45,"2018-12-11 13:10:10"
10,25.27,"2018-12-11 13:10:11"
10,25.32,"2018-12-11 13:10:12"
10,25.36,"2018-12-11 13:10:13"
10,25.43,"2018-12-11 13:10:14"
10,25.4,"2018-12-11 13:10:15"
10,25.24,"2018-12-11 13:10:16"
10,25.56,"2018-12-11 13:10:17"
10,25.73,"2018-12-11 13:10:18"
10,25.77,"2018-12-11 13:10:19"
10,25.7,"2018-12-11 13:10:20"
10,25.8,"2018-12-11 13:10:21"
10,25.61,"2018-12-11 13:10:22"
10,25.72,"2018-12-11 13:10:23"
10,25.67,"2018-12-11 13:10:24"
10,25.53,"2018-12-11 13:10:25"
10,25.64,"2018-12-11 13:10:26"
10,25.62,"2018-12-11 13:10:27"
10,25.74,"2018-12-11 13:10:28"
10,25.75,"2018-12-11 13:10:29"
10,25.7,"2018-12-11 13:10:30"
10,25.68,"2018-12-11 13:10:31"
10,25.63,"2018-12-11 13:10:32"
10,25.63,"2018-12-11 13:10:33"
10,25.52,"2018-12-11 13:10:34"
10,25.77,"2018-12-11 13:10:35"
10,25.81,"2018-12-11 13:10:36"
10,25.89,"2018-12-11 13:10:37"
10,25.61,"2018-12-11 13:10:38"
10,25.71,"2018-12-11 13:10:39"
10,25.75,"2018-12-11 13:10:40"
10,25.52,"2018-12-11 13:10:41"
10,25.44,"2018-12-11 13:10:42"
10,25.46,"2018-12-11 13:10:43"
10,25.38,"2018-12-11 13:10:44"
10,25.44,"2018-12-11 13:10:45"
10,25.33,"2018-12-11 13:10:46"
10,25.57,"2018-12-11 13:10:47"
10,25.54,"2018-12-11 13:10:48"
10,25.7,"2018-12-11 13:10:49"
10,25.54,"2018-12-11 13:10:50"
10,25.49,"2018-12-11 13:10:51"
10,25.57,"2018-12-11 13:10:52"
10,25.49,"2018-12-11 13:10:53"
10,25.63,"2018-12-11 13:10:54"
10,25.36,"2018-12-11 13:10:55"
10,25.38,"2018-12-11 13:10:56"
10,25.42,"2018-12-11 13:10:57"
10,25.44,"2018-12-11 13:10:58"
10,25.45,"2018-12-11 13:10:59"
10,25.38,"2018-12-11 13:11:00"
10,25.28,"2018-12-11 13:11:01"
10,25.21,"2018-12-11 13:11:02"
10,25.29,"2018-12-11 13:11:03"
10,25.3,"2018-12-11 13:11:04"
10,25.14,"2018-12-11 13:11:05"
10,25.23,"2018-12-11 13:11:06"
10,25.32,"2018-12-11 13:11:07"
10,25.09,"2018-12-11 13:11:08"
10,25.05,"2018-12-11 13:11:09"
10,25.06,"2018-12-11 13:11:10"
10,25.17,"2018-12-11 13:11:11"
10,25.01,"2018-12-11 13:11:12"
10,24.95,"2018-12-11 13:11:13"
10,25.11,"2018-12-11 13:11:14"
10,25,"2018-12-11 13:11:15"
10,25.08,"2018-12-11 13:11:16"
10,25.33,"2018-12-11 13:11:17"
10,25.18,"2018-12-11 13:11:18"
10,25.29,"2018-12-11 13:11:19"
10,25.32,"2018-12-11 13:11:20"
10,25.48,"2018-12-11 13:11:21"
10,25.31,"2018-12-11 13:11:23"
10,25.38,"2018-12-11 13:11:24"
10,25.46,"2018-12-11 13:11:25"
10,25.32,"2018-12-11 13:11:26"
10,25.35,"2018-12-11 13:11:27"
10,25.43,"2018-12-11 13:11:28"
10,25.51,"2018-12-11 13:11:29"
10,25.62,"2018-12-11 13:11:30"
10,25.37,"2018-12-11 13:11:31"
10,25.35,"2018-12-11 13:11:32"
10,25.25,"2018-12-11 13:11:33"
10,25.44,"2018-12-11 13:11:34"
10,25.3,"2018-12-11 13:11:35"
10,25.4,"2018-12-11 13:11:36"
10,25.38,"2018-12-11 13:11:37"
10,25.26,"2018-12-11 13:11:38"
10,25.12,"2018-12-11 13:11:39"
10,25.19,"2018-12-11 13:11:40"
10,25.41,"2018-12-11 13:11:41"
10,25.16,"2018-12-11 13:11:42"
1,29.48,"2018-12-13 22:56:16"
2,30.56,"2018-12-13 22:56:16"
3,27.76,"2018-12-13 22:56:16"
4,29.57,"2018-12-13 22:56:16"
5,25.5,"2018-12-13 22:56:16"
1,29.47,"2018-12-13 22:56:18"
2,30.95,"2018-12-13 22:56:18"
3,27.59,"2018-12-13 22:56:18"
4,29.55,"2018-12-13 22:56:18"
5,25.41,"2018-12-13 22:56:18"
1,29.5,"2018-12-13 22:56:19"
2,30.66,"2018-12-13 22:56:19"
3,27.98,"2018-12-13 22:56:19"
4,29.85,"2018-12-13 22:56:19"
5,25.44,"2018-12-13 22:56:19"
1,29.65,"2018-12-13 22:56:20"
2,31.06,"2018-12-13 22:56:20"
3,27.74,"2018-12-13 22:56:20"
4,29.66,"2018-12-13 22:56:20"
5,25.6,"2018-12-13 22:56:20"
1,29.61,"2018-12-13 22:56:21"
2,30.83,"2018-12-13 22:56:21"
3,28,"2018-12-13 22:56:21"
4,29.49,"2018-12-13 22:56:21"
5,25.58,"2018-12-13 22:56:21"
1,29.56,"2018-12-13 22:56:22"
2,30.87,"2018-12-13 22:56:22"
3,27.94,"2018-12-13 22:56:22"
4,29.63,"2018-12-13 22:56:22"
5,25.66,"2018-12-13 22:56:22"
1,29.94,"2018-12-13 22:56:24"
2,31.12,"2018-12-13 22:56:24"
3,27.74,"2018-12-13 22:56:24"
4,29.81,"2018-12-13 22:56:24"
5,25.92,"2018-12-13 22:56:24"
1,29.83,"2018-12-13 22:56:25"
2,30.92,"2018-12-13 22:56:25"
3,27.94,"2018-12-13 22:56:25"
4,29.82,"2018-12-13 22:56:25"
5,25.93,"2018-12-13 22:56:25"
1,29.6,"2018-12-13 22:56:26"
2,31.24,"2018-12-13 22:56:26"
3,27.87,"2018-12-13 22:56:26"
4,29.97,"2018-12-13 22:56:26"
5,25.98,"2018-12-13 22:56:26"
1,29.71,"2018-12-13 22:56:27"
2,31.13,"2018-12-13 22:56:27"
3,28.01,"2018-12-13 22:56:27"
4,29.85,"2018-12-13 22:56:27"
5,25.69,"2018-12-13 22:56:27"
1,29.79,"2018-12-13 22:56:28"
2,31.08,"2018-12-13 22:56:28"
3,28.28,"2018-12-13 22:56:28"
4,29.9,"2018-12-13 22:56:28"
5,25.95,"2018-12-13 22:56:28"
1,29.82,"2018-12-13 22:56:29"
2,31.41,"2018-12-13 22:56:29"
3,28.06,"2018-12-13 22:56:29"
4,30.13,"2018-12-13 22:56:29"
5,25.92,"2018-12-13 22:56:29"
1,29.91,"2018-12-13 22:56:31"
2,31.24,"2018-12-13 22:56:31"
3,28.22,"2018-12-13 22:56:31"
4,29.82,"2018-12-13 22:56:31"
5,26.1,"2018-12-13 22:56:31"
1,30.07,"2018-12-13 22:56:32"
2,31.29,"2018-12-13 22:56:32"
3,28.11,"2018-12-13 22:56:32"
4,30.24,"2018-12-13 22:56:32"
5,26.19,"2018-12-13 22:56:32"
1,29.93,"2018-12-13 22:56:33"
2,31.33,"2018-12-13 22:56:33"
3,28.3,"2018-12-13 22:56:33"
4,30.23,"2018-12-13 22:56:33"
5,26.39,"2018-12-13 22:56:33"
1,30.11,"2018-12-13 22:56:34"
2,31.43,"2018-12-13 22:56:34"
3,28.36,"2018-12-13 22:56:34"
4,30.27,"2018-12-13 22:56:34"
5,26.52,"2018-12-13 22:56:34"
1,30.16,"2018-12-13 22:56:35"
2,31.45,"2018-12-13 22:56:35"
3,28.49,"2018-12-13 22:56:35"
4,30.29,"2018-12-13 22:56:35"
5,26.19,"2018-12-13 22:56:35"
1,30.34,"2018-12-13 22:56:37"
2,31.59,"2018-12-13 22:56:37"
3,28.4,"2018-12-13 22:56:37"
4,30.17,"2018-12-13 22:56:37"
5,26.55,"2018-12-13 22:56:37"
1,30.48,"2018-12-13 22:56:38"
2,31.42,"2018-12-13 22:56:38"
3,28.67,"2018-12-13 22:56:38"
4,30.27,"2018-12-13 22:56:38"
5,26.27,"2018-12-13 22:56:38"
1,30.36,"2018-12-13 22:56:39"
2,31.6,"2018-12-13 22:56:39"
3,28.8,"2018-12-13 22:56:39"
4,30.32,"2018-12-13 22:56:39"
5,26.6,"2018-12-13 22:56:39"
1,30.39,"2018-12-13 22:56:40"
2,31.65,"2018-12-13 22:56:40"
3,28.46,"2018-12-13 22:56:40"
4,30.56,"2018-12-13 22:56:40"
5,26.4,"2018-12-13 22:56:40"
1,30.22,"2018-12-13 22:56:41"
2,31.42,"2018-12-13 22:56:41"
3,28.63,"2018-12-13 22:56:41"
4,30.52,"2018-12-13 22:56:41"
5,26.16,"2018-12-13 22:56:41"
1,30.03,"2018-12-13 22:56:42"
2,31.8,"2018-12-13 22:56:42"
3,28.62,"2018-12-13 22:56:42"
4,30.36,"2018-12-13 22:56:42"
5,26.35,"2018-12-13 22:56:42"
1,30.43,"2018-12-13 22:56:44"
2,32.09,"2018-12-13 22:56:44"
3,28.67,"2018-12-13 22:56:44"
4,30.6,"2018-12-13 22:56:44"
5,26.72,"2018-12-13 22:56:44"
1,30.46,"2018-12-13 22:56:45"
2,31.77,"2018-12-13 22:56:45"
3,29.05,"2018-12-13 22:56:45"
4,30.56,"2018-12-13 22:56:45"
5,26.45,"2018-12-13 22:56:45"
1,30.52,"2018-12-13 22:56:46"
2,31.9,"2018-12-13 22:56:46"
3,28.99,"2018-12-13 22:56:46"
4,30.69,"2018-12-13 22:56:46"
5,26.53,"2018-12-13 22:56:46"
1,30.58,"2018-12-13 22:56:47"
2,31.98,"2018-12-13 22:56:47"
3,29,"2018-12-13 22:56:47"
4,30.77,"2018-12-13 22:56:47"
5,26.41,"2018-12-13 22:56:47"
1,30.43,"2018-12-13 22:56:48"
2,31.96,"2018-12-13 22:56:48"
3,29.13,"2018-12-13 22:56:48"
4,30.62,"2018-12-13 22:56:48"
5,26.56,"2018-12-13 22:56:48"
1,30.74,"2018-12-13 22:56:50"
2,32.06,"2018-12-13 22:56:50"
3,29.14,"2018-12-13 22:56:50"
4,30.96,"2018-12-13 22:56:50"
5,26.54,"2018-12-13 22:56:50"
1,30.83,"2018-12-13 22:56:51"
2,32.31,"2018-12-13 22:56:51"
3,29.17,"2018-12-13 22:56:51"
4,30.9,"2018-12-13 22:56:51"
5,26.88,"2018-12-13 22:56:51"
1,30.97,"2018-12-13 22:56:52"
2,32.12,"2018-12-13 22:56:52"
3,29.1,"2018-12-13 22:56:52"
4,30.98,"2018-12-13 22:56:52"
5,26.77,"2018-12-13 22:56:52"
1,30.58,"2018-12-13 22:56:53"
2,32.24,"2018-12-13 22:56:53"
3,29.11,"2018-12-13 22:56:53"
4,30.95,"2018-12-13 22:56:53"
5,26.77,"2018-12-13 22:56:53"
1,30.64,"2018-12-13 22:56:54"
2,32.25,"2018-12-13 22:56:54"
3,28.9,"2018-12-13 22:56:54"
4,31.08,"2018-12-13 22:56:54"
5,26.63,"2018-12-13 22:56:54"
1,31.04,"2018-12-13 22:56:55"
2,32.5,"2018-12-13 22:56:55"
3,29.38,"2018-12-13 22:56:55"
4,30.88,"2018-12-13 22:56:55"
5,26.88,"2018-12-13 22:56:55"
1,31.21,"2018-12-13 22:56:57"
2,32.21,"2018-12-13 22:56:57"
3,29.18,"2018-12-13 22:56:57"
4,31.21,"2018-12-13 22:56:57"
5,27.13,"2018-12-13 22:56:57"
1,30.9,"2018-12-13 22:56:58"
2,32.65,"2018-12-13 22:56:58"
3,29.43,"2018-12-13 22:56:58"
4,31.16,"2018-12-13 22:56:58"
5,27.21,"2018-12-13 22:56:58"
1,31.14,"2018-12-13 22:56:59"
2,32.65,"2018-12-13 22:56:59"
3,29.08,"2018-12-13 22:56:59"
4,31.42,"2018-12-13 22:56:59"
5,27.27,"2018-12-13 22:56:59"
1,31.19,"2018-12-13 22:57:00"
2,32.48,"2018-12-13 22:57:00"
3,29.46,"2018-12-13 22:57:00"
4,31.17,"2018-12-13 22:57:00"
5,27.25,"2018-12-13 22:57:00"
1,31.07,"2018-12-13 22:57:01"
2,32.61,"2018-12-13 22:57:01"
3,29.39,"2018-12-13 22:57:01"
4,31.29,"2018-12-13 22:57:01"
5,27.23,"2018-12-13 22:57:01"
1,31.33,"2018-12-13 22:57:03"
2,32.71,"2018-12-13 22:57:03"
3,29.28,"2018-12-13 22:57:03"
4,31.56,"2018-12-13 22:57:03"
5,27.15,"2018-12-13 22:57:03"
1,31.39,"2018-12-13 22:57:04"
2,32.59,"2018-12-13 22:57:04"
3,29.78,"2018-12-13 22:57:04"
4,31.42,"2018-12-13 22:57:04"
5,27.32,"2018-12-13 22:57:04"
1,31.24,"2018-12-13 22:57:05"
2,32.82,"2018-12-13 22:57:05"
3,29.77,"2018-12-13 22:57:05"
4,31.35,"2018-12-13 22:57:05"
5,27.51,"2018-12-13 22:57:05"
1,31.56,"2018-12-13 22:57:06"
2,32.93,"2018-12-13 22:57:06"
3,29.79,"2018-12-13 22:57:06"
4,31.35,"2018-12-13 22:57:06"
5,27.47,"2018-12-13 22:57:06"
1,31.25,"2018-12-13 22:57:07"
2,32.85,"2018-12-13 22:57:07"
3,29.75,"2018-12-13 22:57:07"
4,31.5,"2018-12-13 22:57:07"
5,27.2,"2018-12-13 22:57:07"
1,31.56,"2018-12-13 22:57:09"
2,33.07,"2018-12-13 22:57:09"
3,29.63,"2018-12-13 22:57:09"
4,31.61,"2018-12-13 22:57:09"
5,27.8,"2018-12-13 22:57:09"
1,31.58,"2018-12-13 22:57:10"
2,32.98,"2018-12-13 22:57:10"
3,29.99,"2018-12-13 22:57:10"
4,31.46,"2018-12-13 22:57:10"
5,27.56,"2018-12-13 22:57:10"
1,31.51,"2018-12-13 22:57:11"
2,33.17,"2018-12-13 22:57:11"
3,30.1,"2018-12-13 22:57:11"
4,31.77,"2018-12-13 22:57:11"
5,27.84,"2018-12-13 22:57:11"
1,31.53,"2018-12-13 22:57:12"
2,33.12,"2018-12-13 22:57:12"
3,30.1,"2018-12-13 22:57:12"
4,31.58,"2018-12-13 22:57:12"
5,27.69,"2018-12-13 22:57:12"
1,31.54,"2018-12-13 22:57:13"
2,33.21,"2018-12-13 22:57:13"
3,30.14,"2018-12-13 22:57:13"
4,31.85,"2018-12-13 22:57:13"
5,27.94,"2018-12-13 22:57:13"
1,32,"2018-12-13 22:57:14"
2,33.28,"2018-12-13 22:57:14"
3,29.95,"2018-12-13 22:57:14"
4,31.77,"2018-12-13 22:57:14"
5,27.64,"2018-12-13 22:57:14"
1,31.8,"2018-12-13 22:57:16"
2,33.19,"2018-12-13 22:57:16"
3,30.03,"2018-12-13 22:57:16"
4,32.01,"2018-12-13 22:57:16"
5,27.72,"2018-12-13 22:57:16"
1,31.96,"2018-12-13 22:57:17"
2,33.45,"2018-12-13 22:57:17"
3,30.14,"2018-12-13 22:57:17"
4,31.75,"2018-12-13 22:57:17"
5,27.67,"2018-12-13 22:57:17"
1,32.17,"2018-12-13 22:57:18"
2,33.36,"2018-12-13 22:57:18"
3,30.37,"2018-12-13 22:57:18"
4,31.95,"2018-12-13 22:57:18"
5,28.13,"2018-12-13 22:57:18"
1,31.87,"2018-12-13 22:57:19"
2,33.32,"2018-12-13 22:57:19"
3,30.35,"2018-12-13 22:57:19"
4,32.3,"2018-12-13 22:57:19"
5,27.84,"2018-12-13 22:57:19"
1,31.65,"2018-12-13 22:57:20"
2,33.84,"2018-12-13 22:57:20"
3,30.4,"2018-12-13 22:57:20"
4,32.17,"2018-12-13 22:57:20"
5,28.02,"2018-12-13 22:57:20"
1,32.08,"2018-12-13 22:57:22"
2,33.71,"2018-12-13 22:57:22"
3,30.42,"2018-12-13 22:57:22"
4,32.07,"2018-12-13 22:57:22"
5,28.29,"2018-12-13 22:57:22"
1,32.24,"2018-12-13 22:57:23"
2,33.6,"2018-12-13 22:57:23"
3,30.37,"2018-12-13 22:57:23"
4,31.96,"2018-12-13 22:57:23"
5,27.86,"2018-12-13 22:57:23"
1,32.08,"2018-12-13 22:57:24"
2,33.8,"2018-12-13 22:57:24"
3,30.45,"2018-12-13 22:57:24"
4,32.64,"2018-12-13 22:57:24"
5,28.24,"2018-12-13 22:57:24"
1,32.37,"2018-12-13 22:57:25"
2,33.64,"2018-12-13 22:57:25"
3,30.56,"2018-12-13 22:57:25"
4,32.09,"2018-12-13 22:57:25"
5,28.36,"2018-12-13 22:57:25"
1,32.35,"2018-12-13 22:57:26"
2,34.04,"2018-12-13 22:57:26"
3,30.32,"2018-12-13 22:57:26"
4,32.36,"2018-12-13 22:57:26"
5,28.45,"2018-12-13 22:57:26"
1,32.29,"2018-12-13 22:57:27"
2,33.76,"2018-12-13 22:57:27"
3,30.72,"2018-12-13 22:57:27"
4,32.44,"2018-12-13 22:57:27"
5,28.52,"2018-12-13 22:57:27"
1,32.47,"2018-12-13 22:57:29"
2,33.78,"2018-12-13 22:57:29"
3,30.92,"2018-12-13 22:57:29"
4,32.47,"2018-12-13 22:57:29"
5,28.84,"2018-12-13 22:57:29"
1,32.59,"2018-12-13 22:57:30"
2,33.74,"2018-12-13 22:57:30"
3,30.8,"2018-12-13 22:57:30"
4,32.47,"2018-12-13 22:57:30"
5,28.73,"2018-12-13 22:57:30"
1,32.69,"2018-12-13 22:57:31"
2,33.75,"2018-12-13 22:57:31"
3,30.82,"2018-12-13 22:57:31"
4,32.39,"2018-12-13 22:57:31"
5,28.56,"2018-12-13 22:57:31"
1,32.75,"2018-12-13 22:57:32"
2,34.1,"2018-12-13 22:57:32"
3,30.79,"2018-12-13 22:57:32"
4,32.56,"2018-12-13 22:57:32"
5,28.53,"2018-12-13 22:57:32"
1,32.43,"2018-12-13 22:57:33"
2,34.1,"2018-12-13 22:57:33"
3,30.95,"2018-12-13 22:57:33"
4,32.77,"2018-12-13 22:57:33"
5,28.67,"2018-12-13 22:57:33"
1,32.45,"2018-12-13 22:57:35"
2,34.22,"2018-12-13 22:57:35"
3,30.87,"2018-12-13 22:57:35"
4,32.84,"2018-12-13 22:57:35"
5,28.56,"2018-12-13 22:57:35"
1,32.72,"2018-12-13 22:57:36"
2,34.11,"2018-12-13 22:57:36"
3,30.94,"2018-12-13 22:57:36"
4,32.56,"2018-12-13 22:57:36"
5,28.85,"2018-12-13 22:57:36"
1,32.81,"2018-12-13 22:57:37"
2,34.17,"2018-12-13 22:57:37"
3,30.99,"2018-12-13 22:57:37"
4,32.57,"2018-12-13 22:57:37"
5,28.9,"2018-12-13 22:57:37"
