Probe #,Sample (f),Timestamp
2,32.21,12/13/2018 22:56
3,29.18,12/13/2018 22:56
4,31.21,12/13/2018 22:56
5,27.13,12/13/2018 22:56
1,30.9,12/13/2018 22:56
2,32.65,12/13/2018 22:56
3,29.43,12/13/2018 22:56
4,31.16,12/13/2018 22:56
5,27.21,12/13/2018 22:56
1,31.14,12/13/2018 22:56
2,32.65,12/13/2018 22:56
3,29.08,12/13/2018 22:56
4,31.42,12/13/2018 22:56
5,27.27,12/13/2018 22:56
1,31.19,12/13/2018 22:57
2,32.48,12/13/2018 22:57
3,29.46,12/13/2018 22:57
4,31.17,12/13/2018 22:57
5,27.25,12/13/2018 22:57
1,31.07,12/13/2018 22:57
2,32.61,12/13/2018 22:57
3,29.39,12/13/2018 22:57
4,31.29,12/13/2018 22:57
5,27.23,12/13/2018 22:57
1,31.33,12/13/2018 22:57
2,32.71,12/13/2018 22:57
3,29.28,12/13/2018 22:57
4,31.56,12/13/2018 22:57
5,27.15,12/13/2018 22:57
1,31.39,12/13/2018 22:57
2,32.59,12/13/2018 22:57
3,29.78,12/13/2018 22:57
4,31.42,12/13/2018 22:57
5,27.32,12/13/2018 22:57
1,31.24,12/13/2018 22:57
2,32.82,12/13/2018 22:57
3,29.77,12/13/2018 22:57
4,31.35,12/13/2018 22:57
5,27.51,12/13/2018 22:57
1,31.56,12/13/2018 22:57
2,32.93,12/13/2018 22:57
3,29.79,12/13/2018 22:57
4,31.35,12/13/2018 22:57
5,27.47,12/13/2018 22:57
1,31.25,12/13/2018 22:57
2,32.85,12/13/2018 22:57
3,29.75,12/13/2018 22:57
4,31.5,12/13/2018 22:57
5,27.2,12/13/2018 22:57
1,31.56,12/13/2018 22:57
2,33.07,12/13/2018 22:57
3,29.63,12/13/2018 22:57
4,31.61,12/13/2018 22:57
5,27.8,12/13/2018 22:57
1,31.58,12/13/2018 22:57
2,32.98,12/13/2018 22:57
3,29.99,12/13/2018 22:57
4,31.46,12/13/2018 22:57
5,27.56,12/13/2018 22:57
1,31.51,12/13/2018 22:57
2,33.17,12/13/2018 22:57
3,30.1,12/13/2018 22:57
4,31.77,12/13/2018 22:57
5,27.84,12/13/2018 22:57
1,31.53,12/13/2018 22:57
2,33.12,12/13/2018 22:57
3,30.1,12/13/2018 22:57
4,31.58,12/13/2018 22:57
5,27.69,12/13/2018 22:57
1,31.54,12/13/2018 22:57
2,33.21,12/13/2018 22:57
3,30.14,12/13/2018 22:57
4,31.85,12/13/2018 22:57
5,27.94,12/13/2018 22:57
1,32,12/13/2018 22:57
2,33.28,12/13/2018 22:57
3,29.95,12/13/2018 22:57
4,31.77,12/13/2018 22:57
5,27.64,12/13/2018 22:57
1,31.8,12/13/2018 22:57
2,33.19,12/13/2018 22:57
3,30.03,12/13/2018 22:57
4,32.01,12/13/2018 22:57
5,27.72,12/13/2018 22:57
1,31.96,12/13/2018 22:57
2,33.45,12/13/2018 22:57
3,30.14,12/13/2018 22:57
4,31.75,12/13/2018 22:57
5,27.67,12/13/2018 22:57
1,32.17,12/13/2018 22:57
2,33.36,12/13/2018 22:57
3,30.37,12/13/2018 22:57
4,31.95,12/13/2018 22:57
5,28.13,12/13/2018 22:57
1,31.87,12/13/2018 22:57
2,33.32,12/13/2018 22:57
3,30.35,12/13/2018 22:57
4,32.3,12/13/2018 22:57
5,27.84,12/13/2018 22:57
1,31.65,12/13/2018 22:57
2,33.84,12/13/2018 22:57
3,30.4,12/13/2018 22:57
4,32.17,12/13/2018 22:57
5,28.02,12/13/2018 22:57
1,32.08,12/13/2018 22:57
2,33.71,12/13/2018 22:57
3,30.42,12/13/2018 22:57
4,32.07,12/13/2018 22:57
5,28.29,12/13/2018 22:57
1,32.24,12/13/2018 22:57
2,33.6,12/13/2018 22:57
3,30.37,12/13/2018 22:57
4,31.96,12/13/2018 22:57
5,27.86,12/13/2018 22:57
1,32.08,12/13/2018 22:57
2,33.8,12/13/2018 22:57
3,30.45,12/13/2018 22:57
4,32.64,12/13/2018 22:57
5,28.24,12/13/2018 22:57
1,32.37,12/13/2018 22:57
2,33.64,12/13/2018 22:57
3,30.56,12/13/2018 22:57
4,32.09,12/13/2018 22:57
5,28.36,12/13/2018 22:57
1,32.35,12/13/2018 22:57
2,34.04,12/13/2018 22:57
3,30.32,12/13/2018 22:57
4,32.36,12/13/2018 22:57
5,28.45,12/13/2018 22:57
1,32.29,12/13/2018 22:57
2,33.76,12/13/2018 22:57
3,30.72,12/13/2018 22:57
4,32.44,12/13/2018 22:57
5,28.52,12/13/2018 22:57
1,32.47,12/13/2018 22:57
2,33.78,12/13/2018 22:57
3,30.92,12/13/2018 22:57
4,32.47,12/13/2018 22:57
5,28.84,12/13/2018 22:57
1,32.59,12/13/2018 22:57
2,33.74,12/13/2018 22:57
3,30.8,12/13/2018 22:57
4,32.47,12/13/2018 22:57
5,28.73,12/13/2018 22:57
1,32.69,12/13/2018 22:57
2,33.75,12/13/2018 22:57
3,30.82,12/13/2018 22:57
4,32.39,12/13/2018 22:57
5,28.56,12/13/2018 22:57
1,32.75,12/13/2018 22:57
2,34.1,12/13/2018 22:57
3,30.79,12/13/2018 22:57
4,32.56,12/13/2018 22:57
5,28.53,12/13/2018 22:57
1,32.43,12/13/2018 22:57
2,34.1,12/13/2018 22:57
3,30.95,12/13/2018 22:57
4,32.77,12/13/2018 22:57
5,28.67,12/13/2018 22:57
1,32.45,12/13/2018 22:57
2,34.22,12/13/2018 22:57
3,30.87,12/13/2018 22:57
4,32.84,12/13/2018 22:57
5,28.56,12/13/2018 22:57
1,32.72,12/13/2018 22:57
2,34.11,12/13/2018 22:57
3,30.94,12/13/2018 22:57
4,32.56,12/13/2018 22:57
5,28.85,12/13/2018 22:57
1,32.81,12/13/2018 22:57
2,34.17,12/13/2018 22:57
3,30.99,12/13/2018 22:57
4,32.57,12/13/2018 22:57
5,28.9,12/13/2018 22:57
1,32.93,12/13/2018 22:57
2,34.06,12/13/2018 22:57
3,31.5,12/13/2018 22:57
4,32.74,12/13/2018 22:57
5,28.84,12/13/2018 22:57
1,32.75,12/13/2018 22:57
2,34.24,12/13/2018 22:57
3,31.23,12/13/2018 22:57
4,32.83,12/13/2018 22:57
5,28.71,12/13/2018 22:57
1,32.94,12/13/2018 22:57
2,34.27,12/13/2018 22:57
3,30.99,12/13/2018 22:57
4,33.05,12/13/2018 22:57
5,28.85,12/13/2018 22:57
1,32.89,12/13/2018 22:57
2,34.4,12/13/2018 22:57
3,30.97,12/13/2018 22:57
4,32.82,12/13/2018 22:57
5,28.93,12/13/2018 22:57
1,33.05,12/13/2018 22:57
2,34.45,12/13/2018 22:57
3,31.01,12/13/2018 22:57
4,32.86,12/13/2018 22:57
5,28.61,12/13/2018 22:57
1,32.82,12/13/2018 22:57
2,34.2,12/13/2018 22:57
3,31.15,12/13/2018 22:57
4,32.85,12/13/2018 22:57
5,29.32,12/13/2018 22:57
1,33,12/13/2018 22:57
2,34.54,12/13/2018 22:57
3,31.5,12/13/2018 22:57
4,32.89,12/13/2018 22:57
5,29.07,12/13/2018 22:57
1,33.03,12/13/2018 22:57
2,34.51,12/13/2018 22:57
3,31.54,12/13/2018 22:57
4,33.36,12/13/2018 22:57
5,29.21,12/13/2018 22:57
1,33,12/13/2018 22:57
2,34.48,12/13/2018 22:57
3,31.51,12/13/2018 22:57
4,33.42,12/13/2018 22:57
5,29.31,12/13/2018 22:57
1,33.12,12/13/2018 22:57
2,34.81,12/13/2018 22:57
3,31.59,12/13/2018 22:57
4,32.8,12/13/2018 22:57
5,29.24,12/13/2018 22:57
1,33.12,12/13/2018 22:57
2,34.56,12/13/2018 22:57
3,31.56,12/13/2018 22:57
4,33.4,12/13/2018 22:57
5,29.08,12/13/2018 22:57
1,33.35,12/13/2018 22:57
2,34.77,12/13/2018 22:57
3,31.9,12/13/2018 22:57
4,33.46,12/13/2018 22:57
5,29.76,12/13/2018 22:57
1,33.46,12/13/2018 22:57
2,35.03,12/13/2018 22:57
3,31.73,12/13/2018 22:57
4,33.4,12/13/2018 22:57
5,29.68,12/13/2018 22:57
1,33.51,12/13/2018 22:57
2,35.13,12/13/2018 22:57
3,31.53,12/13/2018 22:57
4,33.5,12/13/2018 22:57
5,29.47,12/13/2018 22:57
1,33.74,12/13/2018 22:57
2,35.37,12/13/2018 22:57
3,31.84,12/13/2018 22:57
4,33.36,12/13/2018 22:57
5,29.53,12/13/2018 22:57
1,33.57,12/13/2018 22:57
2,34.92,12/13/2018 22:57
3,31.79,12/13/2018 22:57
4,33.46,12/13/2018 22:57
5,29.49,12/13/2018 22:57
1,33.65,12/13/2018 22:57
2,35.25,12/13/2018 22:57
3,32.02,12/13/2018 22:57
4,33.59,12/13/2018 22:57
5,29.86,12/13/2018 22:57
1,33.65,12/13/2018 22:57
2,35.27,12/13/2018 22:57
3,31.79,12/13/2018 22:57
4,33.58,12/13/2018 22:57
5,29.78,12/13/2018 22:57
1,33.45,12/13/2018 22:57
2,35.35,12/13/2018 22:57
3,32.08,12/13/2018 22:57
4,33.63,12/13/2018 22:57
5,29.78,12/13/2018 22:57
1,33.75,12/13/2018 22:58
2,35.26,12/13/2018 22:58
3,32.08,12/13/2018 22:58
4,33.73,12/13/2018 22:58
5,29.87,12/13/2018 22:58
1,33.56,12/13/2018 22:58
2,35.28,12/13/2018 22:58
3,32.17,12/13/2018 22:58
4,34.14,12/13/2018 22:58
5,29.78,12/13/2018 22:58
1,33.98,12/13/2018 22:58
2,35.34,12/13/2018 22:58
3,32.12,12/13/2018 22:58
4,33.96,12/13/2018 22:58
5,29.99,12/13/2018 22:58
1,33.79,12/13/2018 22:58
2,35.41,12/13/2018 22:58
3,32.12,12/13/2018 22:58
4,33.67,12/13/2018 22:58
5,29.89,12/13/2018 22:58
1,33.9,12/13/2018 22:58
2,35.37,12/13/2018 22:58
3,32.3,12/13/2018 22:58
4,33.79,12/13/2018 22:58
5,29.95,12/13/2018 22:58
1,33.93,12/13/2018 22:58
2,35.22,12/13/2018 22:58
3,32.27,12/13/2018 22:58
4,33.98,12/13/2018 22:58
5,29.85,12/13/2018 22:58
1,34.11,12/13/2018 22:58
2,35.79,12/13/2018 22:58
3,32.57,12/13/2018 22:58
4,33.78,12/13/2018 22:58
5,29.82,12/13/2018 22:58
1,34.16,12/13/2018 22:58
2,35.45,12/13/2018 22:58
3,32.22,12/13/2018 22:58
4,33.77,12/13/2018 22:58
5,30.23,12/13/2018 22:58
1,34.01,12/13/2018 22:58
2,35.77,12/13/2018 22:58
3,32.54,12/13/2018 22:58
4,34.17,12/13/2018 22:58
5,30,12/13/2018 22:58
1,34.14,12/13/2018 22:58
2,35.83,12/13/2018 22:58
3,32.46,12/13/2018 22:58
4,34.16,12/13/2018 22:58
5,29.97,12/13/2018 22:58
1,34.22,12/13/2018 22:58
2,35.47,12/13/2018 22:58
3,32.58,12/13/2018 22:58
4,34.11,12/13/2018 22:58
5,30.19,12/13/2018 22:58
1,34.23,12/13/2018 22:58
2,35.56,12/13/2018 22:58
3,32.41,12/13/2018 22:58
4,34.32,12/13/2018 22:58
5,30.29,12/13/2018 22:58
1,34.53,12/13/2018 22:58
2,35.56,12/13/2018 22:58
3,32.91,12/13/2018 22:58
4,34.11,12/13/2018 22:58
5,30.4,12/13/2018 22:58
1,34.13,12/13/2018 22:58
2,35.71,12/13/2018 22:58
3,32.87,12/13/2018 22:58
4,34.39,12/13/2018 22:58
5,30.35,12/13/2018 22:58
1,34.24,12/13/2018 22:58
2,35.91,12/13/2018 22:58
3,32.42,12/13/2018 22:58
4,34.28,12/13/2018 22:58
5,30.64,12/13/2018 22:58
1,34.53,12/13/2018 22:58
2,36,12/13/2018 22:58
3,32.51,12/13/2018 22:58
4,34.25,12/13/2018 22:58
5,30.44,12/13/2018 22:58
1,34.35,12/13/2018 22:58
2,35.95,12/13/2018 22:58
3,32.92,12/13/2018 22:58
4,34.14,12/13/2018 22:58
5,30.45,12/13/2018 22:58
1,34.59,12/13/2018 22:58
2,35.76,12/13/2018 22:58
3,32.74,12/13/2018 22:58
4,34.24,12/13/2018 22:58
5,30.19,12/13/2018 22:58
1,34.46,12/13/2018 22:58
2,35.95,12/13/2018 22:58
3,33,12/13/2018 22:58
4,34.52,12/13/2018 22:58
5,30.32,12/13/2018 22:58
1,34.7,12/13/2018 22:58
2,35.97,12/13/2018 22:58
3,32.89,12/13/2018 22:58
4,34.7,12/13/2018 22:58
5,30.68,12/13/2018 22:58
1,34.77,12/13/2018 22:58
2,36.23,12/13/2018 22:58
3,32.83,12/13/2018 22:58
4,34.58,12/13/2018 22:58
5,30.29,12/13/2018 22:58
1,34.72,12/13/2018 22:58
2,36.22,12/13/2018 22:58
3,33.03,12/13/2018 22:58
4,34.59,12/13/2018 22:58
5,30.87,12/13/2018 22:58
1,34.8,12/13/2018 22:58
2,36.11,12/13/2018 22:58
3,32.99,12/13/2018 22:58
4,34.46,12/13/2018 22:58
5,30.84,12/13/2018 22:58
1,34.95,12/13/2018 22:58
2,36.41,12/13/2018 22:58
3,33.14,12/13/2018 22:58
4,34.35,12/13/2018 22:58
5,30.88,12/13/2018 22:58
1,35.06,12/13/2018 22:58
2,36.24,12/13/2018 22:58
3,33.15,12/13/2018 22:58
4,34.61,12/13/2018 22:58
5,30.72,12/13/2018 22:58
1,34.63,12/13/2018 22:58
2,36.24,12/13/2018 22:58
3,33.01,12/13/2018 22:58
4,34.5,12/13/2018 22:58
5,30.64,12/13/2018 22:58
1,34.8,12/13/2018 22:58
2,36.59,12/13/2018 22:58
3,33.4,12/13/2018 22:58
4,34.73,12/13/2018 22:58
5,31.01,12/13/2018 22:58
1,35.02,12/13/2018 22:58
2,36.13,12/13/2018 22:58
3,33.21,12/13/2018 22:58
4,34.69,12/13/2018 22:58
5,31.05,12/13/2018 22:58
1,34.98,12/13/2018 22:58
2,36.28,12/13/2018 22:58
3,33.38,12/13/2018 22:58
4,34.9,12/13/2018 22:58
5,30.95,12/13/2018 22:58
1,35.25,12/13/2018 22:58
2,36.6,12/13/2018 22:58
3,33.03,12/13/2018 22:58
4,35.05,12/13/2018 22:58
5,31.17,12/13/2018 22:58
1,35.29,12/13/2018 22:58
2,36.43,12/13/2018 22:58
3,33.33,12/13/2018 22:58
4,34.9,12/13/2018 22:58
5,31.21,12/13/2018 22:58
1,35.36,12/13/2018 22:58
2,36.38,12/13/2018 22:58
3,33.71,12/13/2018 22:58
4,34.95,12/13/2018 22:58
5,31.12,12/13/2018 22:58
1,35.13,12/13/2018 22:58
2,36.23,12/13/2018 22:58
3,33.42,12/13/2018 22:58
4,35.06,12/13/2018 22:58
5,31.32,12/13/2018 22:58
1,35.44,12/13/2018 22:58
2,36.39,12/13/2018 22:58
3,33.51,12/13/2018 22:58
4,35.14,12/13/2018 22:58
5,31.11,12/13/2018 22:58
1,35.17,12/13/2018 22:58
2,36.71,12/13/2018 22:58
3,33.68,12/13/2018 22:58
4,35.06,12/13/2018 22:58
5,31.35,12/13/2018 22:58
1,35.32,12/13/2018 22:58
2,36.69,12/13/2018 22:58
3,33.32,12/13/2018 22:58
4,35.25,12/13/2018 22:58
5,31.32,12/13/2018 22:58
1,35.32,12/13/2018 22:58
2,36.46,12/13/2018 22:58
3,33.47,12/13/2018 22:58
4,35.41,12/13/2018 22:58
5,31.48,12/13/2018 22:58
1,35.27,12/13/2018 22:58
2,36.74,12/13/2018 22:58
3,33.39,12/13/2018 22:58
4,35.1,12/13/2018 22:58
5,31.38,12/13/2018 22:58
1,35.37,12/13/2018 22:58
2,36.72,12/13/2018 22:58
3,33.85,12/13/2018 22:58
4,35.38,12/13/2018 22:58
5,31.11,12/13/2018 22:58
1,35.47,12/13/2018 22:58
2,36.77,12/13/2018 22:58
3,33.99,12/13/2018 22:58
4,35.28,12/13/2018 22:58
5,31.09,12/13/2018 22:58
1,35.94,12/13/2018 22:58
2,36.71,12/13/2018 22:58
3,33.81,12/13/2018 22:58
4,35.23,12/13/2018 22:58
5,31.46,12/13/2018 22:58
1,35.48,12/13/2018 22:58
2,36.79,12/13/2018 22:58
3,33.82,12/13/2018 22:58
4,35.34,12/13/2018 22:58
5,31.33,12/13/2018 22:58
1,35.91,12/13/2018 22:58
2,36.97,12/13/2018 22:58
3,33.75,12/13/2018 22:58
4,35.44,12/13/2018 22:58
5,31.54,12/13/2018 22:58
1,35.76,12/13/2018 22:58
2,37.23,12/13/2018 22:58
3,33.44,12/13/2018 22:58
4,35.5,12/13/2018 22:58
5,31.69,12/13/2018 22:58
1,35.67,12/13/2018 22:58
2,36.99,12/13/2018 22:58
3,34.03,12/13/2018 22:58
4,35.44,12/13/2018 22:58
5,31.59,12/13/2018 22:58
1,35.75,12/13/2018 22:58
2,37.04,12/13/2018 22:58
3,34.13,12/13/2018 22:58
4,35.69,12/13/2018 22:58
5,31.45,12/13/2018 22:58
1,35.85,12/13/2018 22:58
2,37.11,12/13/2018 22:58
3,34.09,12/13/2018 22:58
4,35.61,12/13/2018 22:58
5,31.8,12/13/2018 22:58
1,35.83,12/13/2018 22:58
2,37.11,12/13/2018 22:58
3,34.22,12/13/2018 22:58
4,35.29,12/13/2018 22:58
5,31.87,12/13/2018 22:58
1,35.79,12/13/2018 22:58
2,37.03,12/13/2018 22:58
3,34.27,12/13/2018 22:58
4,35.78,12/13/2018 22:58
5,31.65,12/13/2018 22:58
1,35.9,12/13/2018 22:58
2,37.45,12/13/2018 22:58
3,34.16,12/13/2018 22:58
4,35.51,12/13/2018 22:58
5,32,12/13/2018 22:58
1,35.96,12/13/2018 22:59
2,37.33,12/13/2018 22:59
3,34.24,12/13/2018 22:59
4,35.59,12/13/2018 22:59
5,31.85,12/13/2018 22:59
1,36.15,12/13/2018 22:59
2,37.51,12/13/2018 22:59
3,34.41,12/13/2018 22:59
4,35.51,12/13/2018 22:59
5,31.96,12/13/2018 22:59
1,36.09,12/13/2018 22:59
2,37.18,12/13/2018 22:59
3,34.36,12/13/2018 22:59
4,35.74,12/13/2018 22:59
5,31.81,12/13/2018 22:59
1,36,12/13/2018 22:59
2,37.38,12/13/2018 22:59
3,34.37,12/13/2018 22:59
4,35.9,12/13/2018 22:59
5,32.27,12/13/2018 22:59
1,36.11,12/13/2018 22:59
2,37.44,12/13/2018 22:59
3,34.35,12/13/2018 22:59
4,35.94,12/13/2018 22:59
5,32.22,12/13/2018 22:59
1,36.19,12/13/2018 22:59
2,37.29,12/13/2018 22:59
3,34.54,12/13/2018 22:59
4,35.83,12/13/2018 22:59
5,31.91,12/13/2018 22:59
1,36.14,12/13/2018 22:59
2,37.71,12/13/2018 22:59
3,34.77,12/13/2018 22:59
4,36.07,12/13/2018 22:59
5,32.04,12/13/2018 22:59
1,36.31,12/13/2018 22:59
2,37.44,12/13/2018 22:59
3,34.8,12/13/2018 22:59
4,35.82,12/13/2018 22:59
5,32.13,12/13/2018 22:59
1,36.15,12/13/2018 22:59
2,37.6,12/13/2018 22:59
3,34.27,12/13/2018 22:59
4,36.25,12/13/2018 22:59
5,32.35,12/13/2018 22:59
1,36.51,12/13/2018 22:59
2,37.69,12/13/2018 22:59
3,34.61,12/13/2018 22:59
4,36.07,12/13/2018 22:59
5,32.36,12/13/2018 22:59
1,36.34,12/13/2018 22:59
2,37.76,12/13/2018 22:59
3,34.53,12/13/2018 22:59
4,36.35,12/13/2018 22:59
5,32.12,12/13/2018 22:59
1,36.39,12/13/2018 22:59
2,37.72,12/13/2018 22:59
3,34.76,12/13/2018 22:59
4,36,12/13/2018 22:59
5,32.57,12/13/2018 22:59
1,36.43,12/13/2018 22:59
2,37.99,12/13/2018 22:59
3,34.87,12/13/2018 22:59
4,35.94,12/13/2018 22:59
5,32.51,12/13/2018 22:59
1,36.54,12/13/2018 22:59
2,37.87,12/13/2018 22:59
3,34.87,12/13/2018 22:59
4,36.06,12/13/2018 22:59
5,32.48,12/13/2018 22:59
1,36.33,12/13/2018 22:59
2,37.95,12/13/2018 22:59
3,35.22,12/13/2018 22:59
4,36.15,12/13/2018 22:59
5,32.41,12/13/2018 22:59
1,36.95,12/13/2018 22:59
2,37.93,12/13/2018 22:59
3,34.62,12/13/2018 22:59
4,36.37,12/13/2018 22:59
5,32.54,12/13/2018 22:59
1,36.54,12/13/2018 22:59
2,37.95,12/13/2018 22:59
3,34.79,12/13/2018 22:59
4,36.3,12/13/2018 22:59
5,32.25,12/13/2018 22:59
1,36.79,12/13/2018 22:59
2,37.9,12/13/2018 22:59
3,34.76,12/13/2018 22:59
4,36.49,12/13/2018 22:59
5,32.59,12/13/2018 22:59
1,36.77,12/13/2018 22:59
2,37.8,12/13/2018 22:59
3,34.88,12/13/2018 22:59
4,36.1,12/13/2018 22:59
5,32.58,12/13/2018 22:59
1,36.66,12/13/2018 22:59
2,38.2,12/13/2018 22:59
3,34.99,12/13/2018 22:59
4,36.26,12/13/2018 22:59
5,32.42,12/13/2018 22:59
1,36.84,12/13/2018 22:59
2,37.98,12/13/2018 22:59
3,35.04,12/13/2018 22:59
4,36.48,12/13/2018 22:59
5,32.75,12/13/2018 22:59
1,36.82,12/13/2018 22:59
2,38.12,12/13/2018 22:59
3,35.04,12/13/2018 22:59
4,36.24,12/13/2018 22:59
5,32.81,12/13/2018 22:59
1,36.86,12/13/2018 22:59
2,38.16,12/13/2018 22:59
3,35.07,12/13/2018 22:59
4,36.66,12/13/2018 22:59
5,32.72,12/13/2018 22:59
1,36.95,12/13/2018 22:59
2,38.31,12/13/2018 22:59
3,35.19,12/13/2018 22:59
4,36.58,12/13/2018 22:59
5,32.85,12/13/2018 22:59
1,36.97,12/13/2018 22:59
2,38.14,12/13/2018 22:59
3,35.18,12/13/2018 22:59
4,36.68,12/13/2018 22:59
5,32.8,12/13/2018 22:59
1,36.99,12/13/2018 22:59
2,38.16,12/13/2018 22:59
3,35.47,12/13/2018 22:59
4,36.69,12/13/2018 22:59
5,32.92,12/13/2018 22:59
1,37.09,12/13/2018 22:59
2,38.43,12/13/2018 22:59
